,Unnamed: 0,reviews,stars,rating,sentiment,class,clean_reviews,clean_reviews_nb
769,769,"Muy util para mis busquedas pero no se si es problema de la aplicacion o celular pero ya no puedo ver los detalles de los avisos, solo la imagen y el titulo, no puedo abrir para ver los avisos completos.",Calificación: 3 de cinco estrellas,3,neutral,1,"muy util para mis busquedas pero no se si es problema de la aplicación o celular pero ya no puedo ver los detalles de los avisos, solo la imagen y el titulo, no puedo abrir para ver los avisos completos.",muy util para mis busquedas pero no se si es problema de la aplicacion o celular pero ya no puedo ver los detalles de los avisos  solo la imagen y el titulo  no puedo abrir para ver los avisos completos 
770,770,"Me encanta!!!, pero tengo un problema que me tiene harto 😥. Mis anuncios no se publican!!! 😡 me tiene muy molesto porfavor arrglenlo! Muy buena app",Calificación: 3 de cinco estrellas,3,neutral,1,"me encanta!!!, pero tengo un problema que me tiene harto 😥. mis anuncios no se publican!!! 😡 me tiene muy molesto porfavor arreglenlo! muy buena app",me encanta!!!  pero tengo un problema que me tiene harto 😥  mis anuncios no se publican!!! 😡 me tiene muy molesto porfavor arreglenlo! muy buena app
771,771,Yapo.cl para mi ha sido la mejor plataforma. Se consigue con facilidad la compra y venta de todo tipo de productos. Sólo agradecer y felicitar a Yapo.cl por dar al público esta oportunidad de poder publicar. Saludos,Calificación: 5 de cinco estrellas,5,positive,2,yapo.cl para mi ha sido la mejor plataforma. se consigue con facilidad la compra y venta de todo tipo de productos. sólo agradecer y felicitar a yapo.cl por dar al público esta oportunidad de poder publicar. saludos,yapo cl para mi ha sido la mejor plataforma  se consigue con facilidad la compra y venta de todo tipo de productos  solo agradecer y felicitar a yapo cl por dar al publico esta oportunidad de poder publicar  saludos
772,772,"funciona bien, sólo que al publicar presentó problemas, supuestamente por que el aviso no cumplía con algunos requisitos, sin embargo contacte a a la plataforma de soporte de yapo, y prontamente resolvieron el inconveniente.",Calificación: 4 de cinco estrellas,4,positive,2,"funcióna bien, sólo que al publicar presentó problemas, supuestamente por que el aviso no cumplía con algunos requisitos, sin embargo contacte a a la plataforma de soporte de yapo, y prontamente resolvieron el inconveniente.",funciona bien  solo que al publicar presento problemas  supuestamente por que el aviso no cumplia con algunos requisitos  sin embargo contacte a a la plataforma de soporte de yapo  y prontamente resolvieron el inconveniente 
773,773,"Genial, activa y con gente esperando por comprar o vender, lo uní que mejoraría seria el aumentar la cantidad de fotografías que se le pueden añadir a un producto y que sea más dinámico y automatizado el menú de creación de ventas.",Calificación: 4 de cinco estrellas,4,positive,2,"genial, activa y con gente esperando por comprar o vender, lo uní que mejoraría seria el aumentar la cantidad de fotografías que se le pueden añadir a un producto y que sea más dinámico y automatizado el menú de creación de ventas.",genial  activa y con gente esperando por comprar o vender  lo uni que mejoraria seria el aumentar la cantidad de fotografias que se le pueden añadir a un producto y que sea mas dinamico y automatizado el menu de creacion de ventas 
774,774,"es una buena plataforma que permite a las personas poder hacer negocios de una manera rápida, ya que la publicación que se realiza la pueden ver muchas personas a la vez.Esta la posibilidad de realizar la publicación gratis y eso es un apoyo para quienes necesitan generar dinero en corto tiempo.",Calificación: 4 de cinco estrellas,4,positive,2,"es una buena plataforma que permite a las personas poder hacer negocios de una manera rápida, ya que la publicación que se realiza la pueden ver muchas personas a la vez.esta la posibilidad de realizar la publicación gratis y eso es un apoyo para quienes necesitan generar dinero en corto tiempo.",es una buena plataforma que permite a las personas poder hacer negocios de una manera rapida  ya que la publicacion que se realiza la pueden ver muchas personas a la vez esta la posibilidad de realizar la publicacion gratis y eso es un apoyo para quienes necesitan generar dinero en corto tiempo 
775,775,"tiene problemas con la selección de categorías, después de instalar la app se puede, pero al publicar un 2do aviso la app ya no te permite seleccionar una categoría por lo que hace imposible publicar",Calificación: 1 de cinco estrellas,1,negative,0,"tiene problemas con la selección de categorías, después de instalar la app se puede, pero al publicar un 2do aviso la app ya no te permite selecciónar una categoría por lo que hace imposible publicar",tiene problemas con la seleccion de categorias  despues de instalar la app se puede  pero al publicar un 2do aviso la app ya no te permite seleccionar una categoria por lo que hace imposible publicar
776,776,"Pésimo el funcionamiento de la aplicación, era mil veces mejor cuando hacía las búsquedas mediante m.yapo.cl. La app se cae a cada rato y es demasiado lenta. En síntesis, un bodrio",Calificación: 1 de cinco estrellas,1,negative,0,"pésimo el funciónamiento de la aplicación, era mil veces mejor cuando hacía las búsquedas mediante m.yapo.cl. la app se cae a cada rato y es demasiado lenta. en síntesis, un bodrio",pesimo el funcionamiento de la aplicacion  era mil veces mejor cuando hacia las busquedas mediante m yapo cl  la app se cae a cada rato y es demasiado lenta  en sintesis  un bodrio
777,777,"Encuentro todo lo que se me ocurra, Pero En la sección de favoritos falta la opción eliminar todo de una vez, ir uno por uno quita tiempo, y no te das cuenta cuando tienes muchos FAV Acumulados.",Calificación: 4 de cinco estrellas,4,positive,2,"encuentro todo lo que se me ocurra, pero en la sección de favoritos falta la opción eliminar todo de una vez, ir uno por uno quita tiempo, y no te das cuenta cuando tienes muchos fav acumulados.",encuentro todo lo que se me ocurra  pero en la seccion de favoritos falta la opcion eliminar todo de una vez  ir uno por uno quita tiempo  y no te das cuenta cuando tienes muchos fav acumulados 
778,778,"Me encanta, me ayuda a vender todo lo que quiero",Calificación: 5 de cinco estrellas,5,positive,2,"me encanta, me ayuda a vender todo lo que quiero",me encanta  me ayuda a vender todo lo que quiero
779,779,Es buena!! Encontrado lo que busco .,Calificación: 4 de cinco estrellas,4,positive,2,es buena!! encontrado lo que busco .,es buena!! encontrado lo que busco  
780,780,Buena rápido eficiente,Calificación: 4 de cinco estrellas,4,positive,2,buena rápido eficiente,buena rapido eficiente
781,781,Muy estable y cumple su función excelente. no le pongo 5 estrellas unicamente porque no hay forma de conocer la reputación de un vendedor que nonse encuentra nen la misma ciudad de uno.,Calificación: 4 de cinco estrellas,4,positive,2,muy estable y cumple su función excelente. no le pongo 5 estrellas unicamente porque no hay forma de conocer la reputación de un vendedor que nonse encuentra nen la misma ciudad de uno.,muy estable y cumple su funcion excelente  no le pongo 5 estrellas unicamente porque no hay forma de conocer la reputacion de un vendedor que nonse encuentra nen la misma ciudad de uno 
782,782,"Buena app,cumple con lo ofrecido. Cómo detalle deberían contar con marca la fotografía y ser un poco más intuitiva. Pero en general bien. Recomiendo",Calificación: 4 de cinco estrellas,4,positive,2,"buena app,cumple con lo ofrecido. cómo detalle deberían contar con marca la fotografía y ser un poco más intuitiva. pero en general bien. recomiendo",buena app cumple con lo ofrecido  como detalle deberian contar con marca la fotografia y ser un poco mas intuitiva  pero en general bien  recomiendo
783,783,"Exelente, está bien muy intuitiva, me es fácil entenderla, si la pueden seguir mejorando , sería genial. En definitiva aplicación muy útil.",Calificación: 5 de cinco estrellas,5,positive,2,"exelente, está bien muy intuitiva, me es fácil entenderla, si la pueden seguir mejorando , sería genial. en definitiva aplicación muy útil.",exelente  esta bien muy intuitiva  me es facil entenderla  si la pueden seguir mejorando   seria genial  en definitiva aplicacion muy util 
784,784,"La página funciona bien, pero con la última actualización prácticamente el formulario para publicar desde la app no funciona y te obliga a publicar desde el computador... reverenda pérdida de tiempo...",Calificación: 1 de cinco estrellas,1,negative,0,"la página funcióna bien, pero con la última actualización prácticamente el formulario para publicar desde la app no funcióna y te obliga a publicar desde el computador... reverenda pérdida de tiempo...",la pagina funciona bien  pero con la ultima actualizacion practicamente el formulario para publicar desde la app no funciona y te obliga a publicar desde el computador    reverenda perdida de tiempo   
785,785,Después de la última actualización no muestra la previsualización de las imágenes.. y tampoco abre las fotos en tamaño completo..espero lo resuelvan pronto.,Calificación: 3 de cinco estrellas,3,neutral,1,después de la última actualización no muestra la previsualización de las imágenes.. y tampoco abre las fotos en tamaño completo..espero lo resuelvan pronto.,despues de la ultima actualizacion no muestra la previsualizacion de las imagenes   y tampoco abre las fotos en tamaño completo  espero lo resuelvan pronto 
786,786,"Desde la última actualización se echó a perder, no muestra las fotos, se queda pegada, no se, era genial y ya no funciona nada bien, lastima...",Calificación: 2 de cinco estrellas,2,negative,0,"desde la última actualización se echó a perder, no muestra las fotos, se queda pegada, no se, era genial y ya no funcióna nada bien, lastima...",desde la ultima actualizacion se echo a perder  no muestra las fotos  se queda pegada  no se  era genial y ya no funciona nada bien  lastima   
787,787,"Hay problemas con la aplicación se actualizo a la versión 14.3. 1.0 y ya no se muestran las fotos de las publicaciones, e desinstalando la aplicación y la e vuelto a instalar y el problema persiste",Calificación: 2 de cinco estrellas,2,negative,0,"hay problemas con la aplicación se actualizo a la versión 14.3. 1.0 y ya no se muestran las fotos de las publicaciónes, e desinstalando la aplicación y la e vuelto a instalar y el problema persiste",hay problemas con la aplicacion se actualizo a la version 14 3  1 0 y ya no se muestran las fotos de las publicaciones  e desinstalando la aplicacion y la e vuelto a instalar y el problema persiste
788,788,"Lo actualice y ahora no salen las fotos en el titulo de cada aviso, no me gusta asi, estaba acostumbrado a ver la foto al lado del titulo, espero que solucionen eso.",Calificación: 1 de cinco estrellas,1,negative,0,"lo actualice y ahora no salen las fotos en el titulo de cada aviso, no me gusta asi, estaba acostumbrado a ver la foto al lado del titulo, espero que soluciónen eso.",lo actualice y ahora no salen las fotos en el titulo de cada aviso  no me gusta asi  estaba acostumbrado a ver la foto al lado del titulo  espero que solucionen eso 
789,789,La aplicación presenta error hace varias semanas desde una actualización. No deja ver las fotos imágenes de ningún artículo hasta el día de hoy. 04/11/2019,Calificación: 1 de cinco estrellas,1,negative,0,la aplicación presenta error hace varias semanas desde una actualización. no deja ver las fotos imágenes de ningún artículo hasta el día de hoy. 04/11/2019,la aplicacion presenta error hace varias semanas desde una actualizacion  no deja ver las fotos imagenes de ningun articulo hasta el dia de hoy  04/11/2019
790,790,"Estimados, la app en si es buena pero tengo un problema,no me deja ver los avisos que yo pongo, todo esta en orden, los pongo y cuando me meto a cuenta para verlos la pantalla se queda gris, gracias por su atencion.",Calificación: 3 de cinco estrellas,3,neutral,1,"estimados, la app en si es buena pero tengo un problema,no me deja ver los avisos que yo pongo, todo esta en orden, los pongo y cuando me meto a cuenta para verlos la pantalla se queda gris, gracias por su atención.",estimados  la app en si es buena pero tengo un problema no me deja ver los avisos que yo pongo  todo esta en orden  los pongo y cuando me meto a cuenta para verlos la pantalla se queda gris  gracias por su atencion 
791,791,"Muchos usuarios, fácil comprar y vender rápido",Calificación: 5 de cinco estrellas,5,positive,2,"muchos usuarios, fácil comprar y vender rápido",muchos usuarios  facil comprar y vender rapido
792,792,"Lo único que me desagrada la verdad, es que si salgo un momento a hacer algo más me saca del filtro ya buscado en lugar de quedar dónde lo dejé.",Calificación: 2 de cinco estrellas,2,negative,0,"lo único que me desagrada la verdad, es que si salgo un momento a hacer algo más me saca del filtro ya buscado en lugar de quedar dónde lo dejé.",lo unico que me desagrada la verdad  es que si salgo un momento a hacer algo mas me saca del filtro ya buscado en lugar de quedar donde lo deje 
793,793,"Lo único malo o gran detalle, que no puedo abrir la mensajeria, al abrir un mensaje me lleva a la página principal, no puedo leer ni responder mensajes...",Calificación: 3 de cinco estrellas,3,neutral,1,"lo único malo o gran detalle, que no puedo abrir la mensajeria, al abrir un mensaje me lleva a la página principal, no puedo leer ni responder mensajes...",lo unico malo o gran detalle  que no puedo abrir la mensajeria  al abrir un mensaje me lleva a la pagina principal  no puedo leer ni responder mensajes   
794,794,Lo que no me gusta es que no se borran automáticamente los agregados a favoritos cuando estos avisos ya fueron borrados Últimamente me llegan al menos 2 notificaciones de publicidad propia (yapo) que no me interesa,Calificación: 4 de cinco estrellas,4,positive,2,lo que no me gusta es que no se borran automáticamente los agregados a favoritos cuando estos avisos ya fueron borrados últimamente me llegan al menos 2 notificaciónes de publicidad propia (yapo) que no me interesa,lo que no me gusta es que no se borran automaticamente los agregados a favoritos cuando estos avisos ya fueron borrados ultimamente me llegan al menos 2 notificaciones de publicidad propia (yapo) que no me interesa
795,795,Excelente aplicación!! Vendo todo por aquí rápidamente. Es amigable y te permite subir fotos fácilmente. Conviene publicar el precio un poco más alto porque siempre van a regatear para que lo bajes.,Calificación: 5 de cinco estrellas,5,positive,2,excelente aplicación!! vendo todo por aquí rápidamente. es amigable y te permite subir fotos fácilmente. conviene publicar el precio un poco más alto porque siempre van a regatear para que lo bajes.,excelente aplicacion!! vendo todo por aqui rapidamente  es amigable y te permite subir fotos facilmente  conviene publicar el precio un poco mas alto porque siempre van a regatear para que lo bajes 
796,796,"Es buena, útil y sencilla de manejar, sin embargo mejoraría la administración de las publicaciones, no hay un enlace directo y eso confunde",Calificación: 4 de cinco estrellas,4,positive,2,"es buena, útil y sencilla de manejar, sin embargo mejoraría la administración de las publicaciónes, no hay un enlace directo y eso confunde",es buena  util y sencilla de manejar  sin embargo mejoraria la administracion de las publicaciones  no hay un enlace directo y eso confunde
797,797,"Es muy útil solo falta algunas opciones para soporte, no permite publicar más de un aviso, pues interpreta que es el mismo, no responden a las preguntas por correo",Calificación: 4 de cinco estrellas,4,positive,2,"es muy útil solo falta algunas opciónes para soporte, no permite publicar más de un aviso, pues interpreta que es el mismo, no responden a las preguntas por correo",es muy util solo falta algunas opciones para soporte  no permite publicar mas de un aviso  pues interpreta que es el mismo  no responden a las preguntas por correo
798,798,Faltan filtros más sencillos e intuitivos. Sugerencias como buscar lo mismo en otra región o el país entero. Ampliar subcategorías de acuerdo a los productos.,Calificación: 4 de cinco estrellas,4,positive,2,faltan filtros más sencillos e intuitivos. sugerencias como buscar lo mismo en otra región o el país entero. ampliar subcategorías de acuerdo a los productos.,faltan filtros mas sencillos e intuitivos  sugerencias como buscar lo mismo en otra region o el pais entero  ampliar subcategorias de acuerdo a los productos 
799,799,"Muy buena página, e podido vender varias cositas, y cuando mande un correo por un Estafador me respondieron enseguida, están atentos a solucionar problemas, a pesar q. O se q paso con el tipo tube rápida respuesta.",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena página, e podido vender varias cositas, y cuando mande un correo por un estafador me respondieron enseguida, están atentos a soluciónar problemas, a pesar q. o se q paso con el tipo tube rápida respuesta.",muy buena pagina  e podido vender varias cositas  y cuando mande un correo por un estafador me respondieron enseguida  estan atentos a solucionar problemas  a pesar q  o se q paso con el tipo tube rapida respuesta 
800,800,buena app. A veces se cae después de navegar un rato. Pero tiene buen motor de búsqueda y facilita el contacto con vendedores y compradores.,Calificación: 5 de cinco estrellas,5,positive,2,buena app. a veces se cae después de navegar un rato. pero tiene buen motor de búsqueda y facilita el contacto con vendedores y compradores.,buena app  a veces se cae despues de navegar un rato  pero tiene buen motor de busqueda y facilita el contacto con vendedores y compradores 
801,801,"Pésima actualización, lo más grave es que no hacen nada para solucionarla, la alternativa es visitar el sitio web, pero eso no es una solución, es solo una alternativa. un paso atrás para la aplicacion",Calificación: 1 de cinco estrellas,1,negative,0,"pésima actualización, lo más grave es que no hacen nada para soluciónarla, la alternativa es visitar el sitio web, pero eso no es una solución, es solo una alternativa. un paso atrás para la aplicación",pesima actualizacion  lo mas grave es que no hacen nada para solucionarla  la alternativa es visitar el sitio web  pero eso no es una solucion  es solo una alternativa  un paso atras para la aplicacion
802,802,"Le falta mucho en mejorar su lógica, validación o inteligencia al momento de revisar las publicaciones, rechazan publicaciones sin sentido, si tienen títulos parecidos pero son productos distintos con otras características, si son inmuebles y pones al título la palabra remate piensa que son dos inmuebles en la misma publicación?? Por favor mejoren eso... Si quieren competir con mercadolibre o marketplace de Facebook que es gratuito..",Calificación: 2 de cinco estrellas,2,negative,0,"le falta mucho en mejorar su lógica, validación o inteligencia al momento de revisar las publicaciónes, rechazan publicaciónes sin sentido, si tienen títulos parecidos pero son productos distintos con otras características, si son inmuebles y pones al título la palabra remate piensa que son dos inmuebles en la misma publicación?? por favor mejoren eso... si quieren competir con mercadolibre o marketplace de facebook que es gratuito..",le falta mucho en mejorar su logica  validacion o inteligencia al momento de revisar las publicaciones  rechazan publicaciones sin sentido  si tienen titulos parecidos pero son productos distintos con otras caracteristicas  si son inmuebles y pones al titulo la palabra remate piensa que son dos inmuebles en la misma publicacion?? por favor mejoren eso    si quieren competir con mercadolibre o marketplace de facebook que es gratuito  
803,803,"En la aplicación (app) de yapo debería existir un ítem especial. En el cual solo al pinchar, desprenda un abanico de tiendas asociadas a la página que se encuentren clasificadas según servicio o producto. Saludos.",Calificación: 4 de cinco estrellas,4,positive,2,"en la aplicación (app) de yapo debería existir un ítem especial. en el cual solo al pinchar, desprenda un abanico de tiendas asociadas a la página que se encuentren clasificadas según servicio o producto. saludos.",en la aplicacion (app) de yapo deberia existir un item especial  en el cual solo al pinchar  desprenda un abanico de tiendas asociadas a la pagina que se encuentren clasificadas segun servicio o producto  saludos 
804,804,"tengo un problema , al ver los mensajes se me cierra la aplicacion y al final los tengo que ver en la web , formate el telefono , reistale la aplicacion , pero nada, algunos mensajes los puedo ver bien y otros no tengo el telefono actualizado y android 6.0",Calificación: 3 de cinco estrellas,3,neutral,1,"tengo un problema , al ver los mensajes se me cierra la aplicación y al final los tengo que ver en la web , formate el telefono , reistale la aplicación , pero nada, algunos mensajes los puedo ver bien y otros no tengo el telefono actualizado y android 6.0",tengo un problema   al ver los mensajes se me cierra la aplicacion y al final los tengo que ver en la web   formate el telefono   reistale la aplicacion   pero nada  algunos mensajes los puedo ver bien y otros no tengo el telefono actualizado y android 6 0
805,805,"la verdad, me ha sido muy útil y confiable. ademas de ser mi medio de trabajo. gracias y seguimos el mismo camino, comprando y vendiendo. Y lo más importante, sin comisión. Vamos 2019 qué nos queda cuerda para rato. GRACIAS A TODOS LOS QUE ESTÁN DETRÁS DE YAPO. CL. TANTO A LOS QUE NOS REVISAN NUESTROS AVISOS, COMO A QUIENES NOS LEEN.",Calificación: 5 de cinco estrellas,5,positive,2,"la verdad, me ha sido muy útil y confiable. ademas de ser mi medio de trabajo. gracias y seguimos el mismo camino, comprando y vendiendo. y lo más importante, sin comisión. vamos 2019 qué nos queda cuerda para rato. gracias a todos los que están detrás de yapo. cl. tanto a los que nos revisan nuestros avisos, como a quienes nos leen.",la verdad  me ha sido muy util y confiable  ademas de ser mi medio de trabajo  gracias y seguimos el mismo camino  comprando y vendiendo  y lo mas importante  sin comision  vamos 2019 que nos queda cuerda para rato  gracias a todos los que estan detras de yapo  cl  tanto a los que nos revisan nuestros avisos  como a quienes nos leen 
806,806,"Lleva un tiempo presentando problemas, se reinicia sola al entrar en los avisos. Le quito una estrella pues nadie responde si arreglarán o no algo que lleva con problema desde hace tiempo.",Calificación: 2 de cinco estrellas,2,negative,0,"lleva un tiempo presentando problemas, se reinicia sola al entrar en los avisos. le quito una estrella pues nadie responde si arreglarán o no algo que lleva con problema desde hace tiempo.",lleva un tiempo presentando problemas  se reinicia sola al entrar en los avisos  le quito una estrella pues nadie responde si arreglaran o no algo que lleva con problema desde hace tiempo 
807,807,"Muy buena aplicación, es rápida fácil de manejar y lo mejor para gente de pocos recursos, esta aplicación de yapo te da la opción de publicar gratis.",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena aplicación, es rápida fácil de manejar y lo mejor para gente de pocos recursos, esta aplicación de yapo te da la opción de publicar gratis.",muy buena aplicacion  es rapida facil de manejar y lo mejor para gente de pocos recursos  esta aplicacion de yapo te da la opcion de publicar gratis 
808,808,"Exelente aplicación, me a funcionado excelente, es confiable, tanto para vender como para comprar, exelente clasificación de los productos y ubicación.",Calificación: 5 de cinco estrellas,5,positive,2,"exelente aplicación, me a funciónado excelente, es confiable, tanto para vender como para comprar, exelente clasificación de los productos y ubicación.",exelente aplicacion  me a funcionado excelente  es confiable  tanto para vender como para comprar  exelente clasificacion de los productos y ubicacion 
809,809,es buena la aplicación lo único malo es que hay que esperar 7 días a que se borre el aviso ⚠ debería ser un poco menos uno o dos días máximo es mucho tiempo 7 días por lo demás es buena.,Calificación: 3 de cinco estrellas,3,neutral,1,es buena la aplicación lo único malo es que hay que esperar 7 días a que se borre el aviso ⚠ debería ser un poco menos uno o dos días máximo es mucho tiempo 7 días por lo demás es buena.,es buena la aplicacion lo unico malo es que hay que esperar 7 dias a que se borre el aviso ⚠ deberia ser un poco menos uno o dos dias maximo es mucho tiempo 7 dias por lo demas es buena 
810,810,"Al subir un aviso de un producto, que lleva accesorios, ejemplo (celular + cargador) el sistema elimina el precio porque considera que hay mas de un objeto, y estar editando el aviso cada vez que pasa eso es bastante molesto.",Calificación: 3 de cinco estrellas,3,neutral,1,"al subir un aviso de un producto, que lleva accesorios, ejemplo (celular + cargador) el sistema elimina el precio porque considera que hay mas de un objeto, y estar editando el aviso cada vez que pasa eso es bastante molesto.",al subir un aviso de un producto  que lleva accesorios  ejemplo (celular + cargador) el sistema elimina el precio porque considera que hay mas de un objeto  y estar editando el aviso cada vez que pasa eso es bastante molesto 
811,811,"Pesima al principio funcionaba, ahora que justo habia comprado 2 tiendaby un pack de autos, empeoro tanto que tuve que suspender una tienda y no me danbrazon psrs wue me devuelvan el dinero, ya que no me volvieron a dejar publicar nada con la excusa que ya esta publicado, esto es una desarmaduria de autos y hay muchas cantidad de marcas, modelos y años, Y no se toman el trabajo de revisar la foto, marca, modelo y año de el local y no te dan un teléfono o una dirección para pedir tu plata",Calificación: 1 de cinco estrellas,1,negative,0,"pesima al principio funciónaba, ahora que justo habia comprado 2 tiendaby un pack de autos, empeoro tanto que tuve que suspender una tienda y no me danbrazon psrs wue me devuelvan el dinero, ya que no me volvieron a dejar publicar nada con la excusa que ya esta publicado, esto es una desarmaduria de autos y hay muchas cantidad de marcas, modelos y años, y no se toman el trabajo de revisar la foto, marca, modelo y año de el local y no te dan un teléfono o una dirección para pedir tu plata",pesima al principio funcionaba  ahora que justo habia comprado 2 tiendaby un pack de autos  empeoro tanto que tuve que suspender una tienda y no me danbrazon psrs wue me devuelvan el dinero  ya que no me volvieron a dejar publicar nada con la excusa que ya esta publicado  esto es una desarmaduria de autos y hay muchas cantidad de marcas  modelos y años  y no se toman el trabajo de revisar la foto  marca  modelo y año de el local y no te dan un telefono o una direccion para pedir tu plata
812,812,"Faltan más opciones en las categorías para poder clasificar los productos, es muy limitada y deberían permitir dar el número de teléfono para poder comunicarse entre comprador y vendedor, podría ser más atractiva la app, en general funciona y cumple su función.",Calificación: 3 de cinco estrellas,3,neutral,1,"faltan más opciónes en las categorías para poder clasificar los productos, es muy limitada y deberían permitir dar el número de teléfono para poder comunicarse entre comprador y vendedor, podría ser más atractiva la app, en general funcióna y cumple su función.",faltan mas opciones en las categorias para poder clasificar los productos  es muy limitada y deberian permitir dar el numero de telefono para poder comunicarse entre comprador y vendedor  podria ser mas atractiva la app  en general funciona y cumple su funcion 
813,813,Super buena la app una suguerencia al filtro por región deveria dejar elejir más de una sola region para buscar vehículos en regiones sercanas a la nuestra sería genial todo lo demas filete saludos!!!!!!,Calificación: 4 de cinco estrellas,4,positive,2,super buena la app una suguerencia al filtro por región deveria dejar elejir más de una sola region para buscar vehículos en regiones sercanas a la nuestra sería genial todo lo demas filete saludos!!!!!!,super buena la app una suguerencia al filtro por region deveria dejar elejir mas de una sola region para buscar vehiculos en regiones sercanas a la nuestra seria genial todo lo demas filete saludos!!!!!!
814,814,"Es buena me ha servido mucho, sólo como sugerencia podrían ver de que en la aplicación igual se pueda colocar la dirección aproximada de lo que uno vende así como sale en la página web",Calificación: 5 de cinco estrellas,5,positive,2,"es buena me ha servido mucho, sólo como sugerencia podrían ver de que en la aplicación igual se pueda colocar la dirección aproximada de lo que uno vende así como sale en la página web",es buena me ha servido mucho  solo como sugerencia podrian ver de que en la aplicacion igual se pueda colocar la direccion aproximada de lo que uno vende asi como sale en la pagina web
815,815,"La última actualización, no deja visualizar las imágenes. Solo cuando uno ingresa al aviso puede ver. Ojalá la arreglen. Mi teléfono es un Huawei",Calificación: 1 de cinco estrellas,1,negative,0,"la última actualización, no deja visualizar las imágenes. solo cuando uno ingresa al aviso puede ver. ojalá la arreglen. mi teléfono es un huawei",la ultima actualizacion  no deja visualizar las imagenes  solo cuando uno ingresa al aviso puede ver  ojala la arreglen  mi telefono es un huawei
816,816,"Buena aplicación, da confianza a los clientes,es una plataforma para poder vender de manera rápida y eficiente. Es simple fácil de usar y además puedes publicar tus productos de manera gratuita 💚",Calificación: 5 de cinco estrellas,5,positive,2,"buena aplicación, da confianza a los clientes,es una plataforma para poder vender de manera rápida y eficiente. es simple fácil de usar y además puedes publicar tus productos de manera gratuita 💚",buena aplicacion  da confianza a los clientes es una plataforma para poder vender de manera rapida y eficiente  es simple facil de usar y ademas puedes publicar tus productos de manera gratuita 💚
817,817,"Le falta bastante ,no permite subir imágenes ,al editar anuncio hay que repetir mucho la acción para ver los cambios y tampoco deja ver los mensajes de la app ,de 5 estrellas 1 con suerte deja bastante que desear ,buscare otro medio para publicar",Calificación: 1 de cinco estrellas,1,negative,0,"le falta bastante ,no permite subir imágenes ,al editar anuncio hay que repetir mucho la acción para ver los cambios y tampoco deja ver los mensajes de la app ,de 5 estrellas 1 con suerte deja bastante que desear ,buscare otro medio para publicar",le falta bastante  no permite subir imagenes  al editar anuncio hay que repetir mucho la accion para ver los cambios y tampoco deja ver los mensajes de la app  de 5 estrellas 1 con suerte deja bastante que desear  buscare otro medio para publicar
818,818,"Funciona bien, pero hay mala navegación en la menajeria . No se puede volver directo al inicio de la aplicacion al momento de responder un mensaje.",Calificación: 4 de cinco estrellas,4,positive,2,"funcióna bien, pero hay mala navegación en la menajeria . no se puede volver directo al inicio de la aplicación al momento de responder un mensaje.",funciona bien  pero hay mala navegacion en la menajeria   no se puede volver directo al inicio de la aplicacion al momento de responder un mensaje 
819,819,"Siempre me ha ido bien tanto en ventas como en compras , seguro y confiable",Calificación: 5 de cinco estrellas,5,positive,2,"siempre me ha ido bien tanto en ventas como en compras , seguro y confiable",siempre me ha ido bien tanto en ventas como en compras   seguro y confiable
820,820,Excelente herramienta de venta,Calificación: 5 de cinco estrellas,5,positive,2,excelente herramienta de venta,excelente herramienta de venta
821,821,Muy buena app para hacer negocios,Calificación: 5 de cinco estrellas,5,positive,2,muy buena app para hacer negocios,muy buena app para hacer negocios
822,822,Oportuna cuando se trata de comprar o vender,Calificación: 5 de cinco estrellas,5,positive,2,oportuna cuando se trata de comprar o vender,oportuna cuando se trata de comprar o vender
823,823,Siempre hay que estar actualizando y consume más datos aún.,Calificación: 1 de cinco estrellas,1,negative,0,siempre hay que estar actualizando y consume más datos aún.,siempre hay que estar actualizando y consume mas datos aun 
824,824,Muy bien solo un detalle que los moderadores se del el trabajo de leer los avisos y no rechasen avisen que son distintos yo vendo muebles y todos los modelos son distintos. Distintos precios distintos modelos y distintas fotos y aun asi rechasan mis avisos,Calificación: 5 de cinco estrellas,5,positive,2,muy bien solo un detalle que los moderadores se del el trabajo de leer los avisos y no rechasen avisen que son distintos yo vendo muebles y todos los modelos son distintos. distintos precios distintos modelos y distintas fotos y aun asi rechasan mis avisos,muy bien solo un detalle que los moderadores se del el trabajo de leer los avisos y no rechasen avisen que son distintos yo vendo muebles y todos los modelos son distintos  distintos precios distintos modelos y distintas fotos y aun asi rechasan mis avisos
825,825,"Estoy muy agradecida por este servicio, me sirvió mucho para vender cosas que ya no utilizo, de manera más rápida y sencilla. También me sirvió para encontrar buenas ofertas de productos que necesito al mejor precio.",Calificación: 4 de cinco estrellas,4,positive,2,"estoy muy agradecida por este servicio, me sirvió mucho para vender cosas que ya no utilizo, de manera más rápida y sencilla. también me sirvió para encontrar buenas ofertas de productos que necesito al mejor precio.",estoy muy agradecida por este servicio  me sirvio mucho para vender cosas que ya no utilizo  de manera mas rapida y sencilla  tambien me sirvio para encontrar buenas ofertas de productos que necesito al mejor precio 
